Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
8.394727465394862,3.6217089043681745,8.515219887531732,5.9910038838185065,10.0,10.0,8.315676094305163,6.326398564857049,3.041001117764698,6.176484527640152,8.055467145355648,7.907625640514846,7.875345079548043,8.315676094305163,4.960994756534255,7.693833368704979,5.859190885773461,8.315676094305163,8.570835796818585,5.953752487442251,5.082178285601041,8.193118877718344,8.481628230080148,8.724564681048324,7.0961625186913295,7.519735931546031,4.857370409361642,8.41076857420987,10.0,4.544031410039616,8.312041299035947,5.036350213640752,3.7733166909978078,3.410793434606595,8.081855458616188,4.365116762614949,10.0,5.5395551617285745,8.380058000823286,8.60897321964662,4.7185770779182565,8.477584440451228,6.248237070789944,7.160053206033425,7.045643724635587,6.956380566290623,5.839644143541161,9.09905236877414,9.33530100096675,7.394044215720468,4.951613524574419,5.109645807818057,6.06820953298851,5.607078094664985,10.0,7.587254404044671,7.848468972674844,4.661731992475459,3.2224036091803225,3.7938920284537003,2.532278239801392,5.0628567041786905,3.8453479305129914,4.900710077044161,0
8.47916354407092,5.14265429711561,8.814819113180828,5.696579881498092,9.782860492306586,3.618459738989289,8.384419005998966,5.5590824223297215,5.144904695344231,6.1424968223314576,8.1545676364929,7.439341258535732,7.76250010565864,8.384419005998966,5.341530315990753,6.992583949694243,4.121161166283848,8.384419005998966,8.605126296455996,9.704852608238243,5.7742158325049475,8.506795036878847,8.530180852232835,7.578382835371609,6.625626888469549,6.822386767626431,10.0,10.0,1.955585408521505,6.192043659001597,8.346485599341044,5.996976503050092,2.3274995192348777,7.255580991893272,8.004113688476608,4.235362200011014,10.0,5.497065732456969,8.26813835815925,3.0692033596606247,5.003218642847125,8.754166174378247,10.0,10.0,6.16049858916785,5.452631814225768,8.967134910317892,9.49203236002495,9.70080297995396,7.103026698292856,6.47023778533952,6.149092448538013,10.0,10.0,6.940520040780459,7.576361237907829,7.956367838053062,4.233975552004922,1.1026785828732573,2.161420683145968,0.3784474370390007,6.220818006505324,2.402571213753826,10.0,0
8.8381567532005,7.113353257772945,7.885934690307659,4.457197069272491,4.234822371134163,3.618459738989289,8.759132457528043,3.6564004806177666,3.7488059977150012,5.024724852016571,8.565888293662198,7.85327686764083,8.774095688919981,8.759132457528043,5.547609659810805,6.6547519943664675,2.1854211276534854,8.759132457528043,9.539591285026873,8.659748296665475,5.770586598711871,8.94785873935479,9.417400042041399,8.139754842786308,6.064744731084528,6.479877069870572,10.0,7.584319482971809,6.90376911974364,7.220511474687104,9.304623262648182,7.474254898546948,0.4287928236335903,5.353754874858735,8.933668118266603,2.8765625159298773,2.367906685287349,5.588967122590791,9.809218936655546,6.316500864828588,5.188151119501088,9.800714306145931,9.434442853450884,9.006246411494812,6.9574475696138816,4.942940922016785,8.783315241208259,9.840116235069322,10.0,3.8427077161741527,6.259657629652494,7.7473964165677724,5.0430468004994164,5.438898816551871,8.316936491198947,9.080254175409387,9.365137351248237,2.6701674988917006,10.0,2.560554282214909,1.2483373764126895,7.274020512210692,1.2406628324717874,4.149529275986881,0
6.775893324477295,2.525983460426117,8.764423586492597,7.155514677926953,10.0,9.827785977760879,6.536563082171993,7.296153046586619,2.6720185842168127,6.4894304735534645,6.113837364355426,6.502776584573974,6.688292558404104,6.536563082171993,5.742185229352174,6.358921522037422,7.273555502906749,6.536563082171993,7.2237274591086,9.146166426459729,6.050213164195492,7.000658413398023,7.332489817662707,6.768596762378421,7.352928021543203,6.417726834316974,4.510930758289203,8.600801384686292,8.730566533065321,4.904429509113022,6.958890874917818,4.9302153543980385,3.945166024679325,2.693455053705338,6.888675331615436,3.0557297646018933,2.0451473116967716,5.878665563299734,7.655530356144393,6.9726385374087885,5.106251429639306,7.754970528752816,10.0,9.6601238746579,5.522959080064859,7.114287851269699,8.156278112725754,8.020877306074425,8.590112436904219,8.620686055950674,3.880789253471404,4.99479535302485,6.229301528856088,5.769754396169198,10.0,6.107001616966153,6.111173096836869,5.777972818175567,1.1026785828732573,2.370188298219581,0.8320495980435301,5.255476709318235,3.591964998428618,4.279201568857162,0
8.258900168670744,6.340622089116723,7.6605703640055465,3.9233126318746594,3.108602405637473,10.0,7.753111084750028,4.45573912461433,3.1151731824996887,5.552822062388374,7.441513467960385,6.657886410756432,7.202047101548423,7.753111084750028,6.041577317316204,5.942584192418611,2.906696030577891,7.753111084750028,8.072881368053018,7.329015374091041,4.45524285939597,8.035681081411955,8.40933549897062,6.914392724144988,6.584460710147785,6.188866001077259,4.831663701052012,7.66320165969762,5.2976915061561405,6.265901066999104,7.81185343172524,6.719003749676045,1.35551030349069,2.445902284344692,7.924322646911065,4.004594985101912,4.921538647522465,5.144560031687826,8.285202035078123,6.046509978875298,5.560259979463996,8.38297902275813,8.053049018070212,8.371779233352099,6.622204309666699,4.697174544029346,7.05171487038684,9.122288729218157,9.405733909911799,4.8162529795436955,7.174430010306635,6.930229373883155,5.761887102012459,5.498094579475348,7.34450562170416,7.79163801757517,8.238123180935586,4.4426925892705285,7.1139766251926115,3.126920572999248,1.6708626297728593,7.014365721683293,1.5149861390280648,5.037493931527899,0
8.658402160145318,5.120449296071193,8.354434768066163,5.104265102711068,1.287383213687415,3.618459738989289,8.560976984262435,5.590467356244351,6.000504043902643,6.162663165818033,8.363878599102655,7.679642596619498,7.616275659457241,8.560976984262435,5.228945988649794,7.188943569199974,4.14489131563021,8.560976984262435,8.47273302172909,10.0,6.781487137311122,8.781255737174755,8.406367658588813,7.9180508756014225,7.075493348493018,7.01675204428664,9.811144575244557,8.838553647768899,6.570021567115022,5.8829747892598325,8.244962909096742,5.352314347818173,3.276670232823273,7.643259691991008,8.627259854303407,5.068102841124307,6.378522386431892,5.579826007715937,8.557856032931822,2.8746037837165392,4.840741043518443,8.696051806423469,8.428592010563753,3.603645036428543,5.857830147604057,2.222842567423661,10.0,9.703235328967615,9.659771728935256,6.26951295422887,6.235423309066245,5.451562671624131,6.684351094752662,6.28505908866766,8.60811436473313,7.8590877682654945,8.111512142247614,4.335776212648651,5.044252361697135,1.7535093760021556,5.570310868150586,5.355370949344155,3.4628183533149888,6.089025275175938,0
7.292365093647662,6.669254090410583,8.010281819527416,4.159073397272939,8.488629886211891,3.618459738989289,6.829345488386608,4.126992024588201,5.2584082208936636,5.3457327986672905,6.660767260517334,5.719051797396103,9.374322915357494,6.829345488386608,4.818060260322793,7.987309544626503,2.594292962064805,6.829345488386608,7.044624212096316,7.39135006898765,1.5012882899632003,0.0,7.364896074011174,6.756037491846191,6.211367735505323,8.27483824169146,1.51910481301609,9.444825141674322,1.8677828757657795,6.85808007370281,8.213637943662814,10.0,0.0,4.673180410295033,4.612609881548597,4.345833297019103,10.0,4.620687740351259,4.871950441429639,2.233389799250903,4.700556851601652,0.16480581482599452,10.0,10.0,5.892490865726322,5.010844520942203,10.0,0.0,0.0,5.2280170980109375,7.680253324765012,10.0,7.038835897373492,6.605036701570785,6.362238852918027,10.0,7.417435983808067,0.0,1.1026785828732573,3.0987576120682316,0.0,7.101598447032157,1.4217580822917244,7.144718749965734,0
10.0,0.0,9.553465569242931,10.0,10.0,3.618459738989289,10.0,10.0,0.4443658294747605,7.899882464757095,10.0,10.0,10.0,10.0,2.178990719871409,10.0,10.0,10.0,10.0,5.562935094229683,4.34741562543177,10.0,10.0,10.0,8.50262099001828,10.0,7.609753000291983,9.05504879467047,5.999326889291238,0.0,10.0,0.0,10.0,10.0,5.72016227518939,0.0,8.471818540808956,7.471203313518979,7.606639260084529,10.0,1.7490352348135412,10.0,0.0,0.0,10.0,10.0,5.3581864737194485,10.0,10.0,10.0,0.0,0.0,6.888006059153602,6.476473839544701,9.435795133259846,6.930824699689353,8.487502653947075,0.0,4.532901785932023,4.001028061436348,10.0,0.0,10.0,2.669591506382105,0
8.116343008558562,4.628750576192198,6.966573749231108,4.532312406616886,1.618478302538303,3.618459738989289,7.616862123455209,6.0263023256457116,3.4713465036148246,6.356484600759899,7.556755174902018,8.096809678637623,7.979669544779664,7.616862123455209,5.506241694159919,6.72043844252892,4.681925755853207,7.616862123455209,8.447486882488395,8.479663173342125,4.023019665539405,7.7387775802722185,8.789836393923787,6.7902167025230895,6.785340471211537,6.982411389078546,6.4891814444018046,5.599977904025443,8.691111400789907,6.804811750772436,8.233086394885706,4.502632197302955,4.663931081193295,6.627600088920291,7.446079031095057,2.6065157967624923,0.9934330495733661,6.623909307974518,8.3418784917476,3.0880302453128965,5.138038538705314,8.633810130446097,5.567116868518369,2.657977704951282,6.595345541288877,2.4939010978540987,7.967607455942591,8.563197694026508,9.235709965621,2.5561859765072503,2.6822771564557706,4.532164704636037,4.564937747169926,4.533033649246024,8.262965498472873,7.648321956679684,7.447439275343567,4.42970171640665,9.006670401671899,2.633146188749884,6.538227830835409,4.403825035360836,4.756820005771779,2.4242120172131587,0
7.561255718349532,5.186757488202569,7.2137058916094166,4.44957283396014,2.3444943811199623,3.618459738989289,7.488504607375428,5.531003158294095,6.329957821501232,6.134598494617023,7.374664447658404,7.512047328265129,6.9923961643462125,7.488504607375428,5.554855528471857,6.643340188651164,4.074104824890169,7.488504607375428,7.361241052264129,5.765356763403178,4.6754967734642845,7.648335692921,7.30579705449226,7.469125411590891,6.884385540572686,6.579954680243553,6.726473973984013,5.9743093101469995,10.0,5.858947272593343,7.266742588942804,4.100469783591175,5.429829910880086,7.337277342207632,10.0,5.388754733200773,2.163705285232234,6.06430162663071,10.0,2.5534477272074705,5.16235656235727,7.508630710474086,3.2606615244380013,2.9899865757099158,6.22906638457652,3.6667014636834234,6.385286890429413,8.157618998996726,8.108832398424783,3.1198171753217725,3.7970255367793766,4.069057504118075,4.659972344233301,4.473459549864279,2.9243384918960977,9.318614619572376,7.082671759020341,2.0933373015269496,8.156044860749489,3.892683975226674,6.189373144865099,3.2352203079101347,6.5659929384985825,3.607462587212617,0
